,Series,Country,Country Code,Time,Value,YoY Change
20028,"CPI Price, seas. adj.",Vietnam,VNM,1992,1.5643453737127e-07,
20045,"CPI Price, seas. adj.",Vietnam,VNM,1993,1.2337113810861e-07,-21.135613540499566
20062,"CPI Price, seas. adj.",Vietnam,VNM,1994,6.875573491003e-08,-44.26918972774592
20079,"CPI Price, seas. adj.",Vietnam,VNM,1995,4.168590176688e-08,-39.371018546412316
20096,"CPI Price, seas. adj.",Vietnam,VNM,1996,4.404452875384e-08,5.658092753157029
20113,"CPI Price, seas. adj.",Vietnam,VNM,1997,4.5459501303960004e-08,3.2125955031285125
20130,"CPI Price, seas. adj.",Vietnam,VNM,1998,4.876616436557e-08,7.273865675517088
20147,"CPI Price, seas. adj.",Vietnam,VNM,1999,5.07621333926e-08,4.092938316959782
20164,"CPI Price, seas. adj.",Vietnam,VNM,2000,4.989502685958e-08,-1.708175908040943
20181,"CPI Price, seas. adj.",Vietnam,VNM,2001,4.968463588295e-08,-0.42166722792253974
20198,"CPI Price, seas. adj.",Vietnam,VNM,2002,5.1576738259960005e-08,3.8082242998973115
20215,"CPI Price, seas. adj.",Vietnam,VNM,2003,5.324023925466e-08,3.225293127912665
20232,"CPI Price, seas. adj.",Vietnam,VNM,2004,5.737297646976e-08,7.762431711345608
20249,"CPI Price, seas. adj.",Vietnam,VNM,2005,6.212384265613e-08,8.280668842192762
20266,"CPI Price, seas. adj.",Vietnam,VNM,2006,6.671570774366001e-08,7.391469830588315
20283,"CPI Price, seas. adj.",Vietnam,VNM,2007,7.225937217354e-08,8.309384127618436
20300,"CPI Price, seas. adj.",Vietnam,VNM,2008,8.896224498249e-08,23.115164589080493
20317,"CPI Price, seas. adj.",Vietnam,VNM,2009,9.49468865838e-08,6.727170163576601
20334,"CPI Price, seas. adj.",Vietnam,VNM,2010,1.0368479583888e-07,9.202944477139807
20351,"CPI Price, seas. adj.",Vietnam,VNM,2011,1.2304479740229e-07,18.671977320082945
20368,"CPI Price, seas. adj.",Vietnam,VNM,2012,1.3420344703851002e-07,9.068769969799927
20385,"CPI Price, seas. adj.",Vietnam,VNM,2013,1.4304320082575e-07,6.586830653242015
20402,"CPI Price, seas. adj.",Vietnam,VNM,2014,1.4889276038597e-07,4.089365678656565
20419,"CPI Price, seas. adj.",Vietnam,VNM,2015,1.4985514665534e-07,0.6463620305481976
20436,"CPI Price, seas. adj.",Vietnam,VNM,2016,1.5387060048972e-07,2.6795568413912063
20453,"CPI Price, seas. adj.",Vietnam,VNM,2017,1.5928561565997e-07,3.5192006484772165
20482,"CPI Price, seas. adj.",Philippines,PHL,1987,1.908350716641e-08,-88.01931543702733
20499,"CPI Price, seas. adj.",Philippines,PHL,1988,2.17257699123e-08,13.84579219558133
20516,"CPI Price, seas. adj.",Philippines,PHL,1989,2.4383453334230002e-08,12.232861862471257
20533,"CPI Price, seas. adj.",Philippines,PHL,1990,2.73503914048e-08,12.167833776050685
20550,"CPI Price, seas. adj.",Philippines,PHL,1991,3.261650554397e-08,19.25425512647618
20567,"CPI Price, seas. adj.",Philippines,PHL,1992,3.543746121466e-08,8.64885929268877
20584,"CPI Price, seas. adj.",Philippines,PHL,1993,3.781841359562e-08,6.718744230963791
20601,"CPI Price, seas. adj.",Philippines,PHL,1994,4.173788215239e-08,10.363915839198334
20618,"CPI Price, seas. adj.",Philippines,PHL,1995,4.4586595039960004e-08,6.825245414151615
20635,"CPI Price, seas. adj.",Philippines,PHL,1996,4.791624610277e-08,7.467829870896958
20652,"CPI Price, seas. adj.",Philippines,PHL,1997,5.0589350200749994e-08,5.578700994745622
20669,"CPI Price, seas. adj.",Philippines,PHL,1998,5.526359075582e-08,9.23957421180852
20686,"CPI Price, seas. adj.",Philippines,PHL,1999,5.855417610599e-08,5.954345899652669
20703,"CPI Price, seas. adj.",Philippines,PHL,2000,6.088447390261e-08,3.979729460118908
20720,"CPI Price, seas. adj.",Philippines,PHL,2001,6.501216831528e-08,6.779551744624768
20737,"CPI Price, seas. adj.",Philippines,PHL,2002,6.696536048868e-08,3.0043486073682235
20754,"CPI Price, seas. adj.",Philippines,PHL,2003,6.929416294701e-08,3.4776225220555013
20771,"CPI Price, seas. adj.",Philippines,PHL,2004,7.343512848694001e-08,5.975922594081484
20788,"CPI Price, seas. adj.",Philippines,PHL,2005,7.908320809875001e-08,7.691250397709148
20805,"CPI Price, seas. adj.",Philippines,PHL,2006,8.42391344982e-08,6.519622209827247
20822,"CPI Price, seas. adj.",Philippines,PHL,2007,8.673139612259e-08,2.958555592048784
20839,"CPI Price, seas. adj.",Philippines,PHL,2008,9.381528086191e-08,8.167612947573598
20856,"CPI Price, seas. adj.",Philippines,PHL,2009,9.77678337782e-08,4.2131227236934965
20873,"CPI Price, seas. adj.",Philippines,PHL,2010,1.0147468392287e-07,3.7914823326039127
20890,"CPI Price, seas. adj.",Philippines,PHL,2011,1.0626257018744e-07,4.718306162164776
20907,"CPI Price, seas. adj.",Philippines,PHL,2012,1.0962530560976e-07,3.1645530654757836
20924,"CPI Price, seas. adj.",Philippines,PHL,2013,1.128549559249e-07,2.946081014028623
20941,"CPI Price, seas. adj.",Philippines,PHL,2014,1.1755854249378e-07,4.167815697885735
20958,"CPI Price, seas. adj.",Philippines,PHL,2015,1.1920836791303001e-07,1.4034075144622626
20975,"CPI Price, seas. adj.",Philippines,PHL,2016,1.2136380458919e-07,1.8081253135958875
20992,"CPI Price, seas. adj.",Philippines,PHL,2017,1.2498915879745e-07,2.9871791021479632
21021,"CPI Price, seas. adj.",Lao PDR,LAO,1987,1.6480893324200002e-09,-98.6814141736158
21038,"CPI Price, seas. adj.",Lao PDR,LAO,1988,1.6966984222899998e-09,2.9494208180222747
21055,"CPI Price, seas. adj.",Lao PDR,LAO,1989,2.72957373115e-09,60.87559788415131
21072,"CPI Price, seas. adj.",Lao PDR,LAO,1990,3.75527856356e-09,37.57747302095624
21089,"CPI Price, seas. adj.",Lao PDR,LAO,1991,4.26642392582e-09,13.611383379650931
21106,"CPI Price, seas. adj.",Lao PDR,LAO,1992,4.5538565347700006e-09,6.737085061109038
21123,"CPI Price, seas. adj.",Lao PDR,LAO,1993,5.01129676603e-09,10.045117314682873
21140,"CPI Price, seas. adj.",Lao PDR,LAO,1994,5.245616928029999e-09,4.67583886846179
21157,"CPI Price, seas. adj.",Lao PDR,LAO,1995,6.27179649867e-09,19.562609788690466
21174,"CPI Price, seas. adj.",Lao PDR,LAO,1996,7.09765721314e-09,13.167849349785698
21191,"CPI Price, seas. adj.",Lao PDR,LAO,1997,9.04338663813e-09,27.413685481849438
21208,"CPI Price, seas. adj.",Lao PDR,LAO,1998,1.725044579446e-08,90.75205434351597
21225,"CPI Price, seas. adj.",Lao PDR,LAO,1999,3.94470120974e-08,128.67242138210977
21242,"CPI Price, seas. adj.",Lao PDR,LAO,2000,4.935424037546e-08,25.11528187128018
21259,"CPI Price, seas. adj.",Lao PDR,LAO,2001,5.317271146166e-08,7.736865276724281
21276,"CPI Price, seas. adj.",Lao PDR,LAO,2002,5.881565871918e-08,10.612487312385465
21293,"CPI Price, seas. adj.",Lao PDR,LAO,2003,6.793175082908e-08,15.499430438117678
21310,"CPI Price, seas. adj.",Lao PDR,LAO,2004,7.505925144395e-08,10.492149146579743
21327,"CPI Price, seas. adj.",Lao PDR,LAO,2005,8.044002788807e-08,7.168705177053436
21344,"CPI Price, seas. adj.",Lao PDR,LAO,2006,8.571516634492e-08,6.557852595712932
21361,"CPI Price, seas. adj.",Lao PDR,LAO,2007,8.970780666373e-08,4.658032515206845
21378,"CPI Price, seas. adj.",Lao PDR,LAO,2008,9.654055316615001e-08,7.616668778930902
21395,"CPI Price, seas. adj.",Lao PDR,LAO,2009,9.668792443732e-08,0.15265219261417773
21412,"CPI Price, seas. adj.",Lao PDR,LAO,2010,1.0246993084489e-07,5.980070873605636
21429,"CPI Price, seas. adj.",Lao PDR,LAO,2011,1.1022683320276001e-07,7.569930314105244
21446,"CPI Price, seas. adj.",Lao PDR,LAO,2012,1.1491724770446e-07,4.25523837110704
21463,"CPI Price, seas. adj.",Lao PDR,LAO,2013,1.2222186239251e-07,6.356412839642456
21480,"CPI Price, seas. adj.",Lao PDR,LAO,2014,1.2726087286611e-07,4.12283888901761
21497,"CPI Price, seas. adj.",Lao PDR,LAO,2015,1.2888427863798e-07,1.2756519229425445
21514,"CPI Price, seas. adj.",Lao PDR,LAO,2016,1.3095079254665e-07,1.6033871085817886
21531,"CPI Price, seas. adj.",Lao PDR,LAO,2017,1.3203968651048998e-07,0.8315291130842617
21560,"CPI Price, seas. adj.",Chad,TCD,1987,4.084808509117e-08,-69.0637821319541
21577,"CPI Price, seas. adj.",Chad,TCD,1988,4.5631378243509996e-08,11.709956884549255
21594,"CPI Price, seas. adj.",Chad,TCD,1989,4.3977284132949995e-08,-3.6249049979007797
21611,"CPI Price, seas. adj.",Chad,TCD,1990,4.361848792667e-08,-0.8158671308471477
21628,"CPI Price, seas. adj.",Chad,TCD,1991,4.5004209101180006e-08,3.1769124524436476
21645,"CPI Price, seas. adj.",Chad,TCD,1992,4.360647429523e-08,-3.105786844976155
21662,"CPI Price, seas. adj.",Chad,TCD,1993,3.992815897424e-08,-8.435250454064702
21679,"CPI Price, seas. adj.",Chad,TCD,1994,5.649676171307e-08,41.49603478968158
21696,"CPI Price, seas. adj.",Chad,TCD,1995,6.178540200405e-08,9.360961815545132
21713,"CPI Price, seas. adj.",Chad,TCD,1996,6.872230385838e-08,11.227412348753973
21730,"CPI Price, seas. adj.",Chad,TCD,1997,7.25949463679e-08,5.635204718253584
21747,"CPI Price, seas. adj.",Chad,TCD,1998,7.568351471433e-08,4.254522526647553
21764,"CPI Price, seas. adj.",Chad,TCD,1999,6.966621226025999e-08,-7.950611803353114
21781,"CPI Price, seas. adj.",Chad,TCD,2000,7.233271317472e-08,3.8275382397688684
21798,"CPI Price, seas. adj.",Chad,TCD,2001,8.129823759942001e-08,12.39484049636539
21815,"CPI Price, seas. adj.",Chad,TCD,2002,8.549838502378999e-08,5.166344989008653
21832,"CPI Price, seas. adj.",Chad,TCD,2003,8.405058391218e-08,-1.6933666188047147
21849,"CPI Price, seas. adj.",Chad,TCD,2004,7.957505224608001e-08,-5.324807345510207
21866,"CPI Price, seas. adj.",Chad,TCD,2005,8.581693572735e-08,7.844020588220801
21883,"CPI Price, seas. adj.",Chad,TCD,2006,9.263766572788e-08,7.947999940478212
21900,"CPI Price, seas. adj.",Chad,TCD,2007,8.446672640993999e-08,-8.820320820628048
21917,"CPI Price, seas. adj.",Chad,TCD,2008,9.311865857191001e-08,10.243006364399454
21934,"CPI Price, seas. adj.",Chad,TCD,2009,1.023947365689e-07,9.961567465908704
21951,"CPI Price, seas. adj.",Chad,TCD,2010,1.0022348685193e-07,-2.120470045361167
21968,"CPI Price, seas. adj.",Chad,TCD,2011,9.651953956404e-08,-3.695687911319845
21985,"CPI Price, seas. adj.",Chad,TCD,2012,1.1000172252715e-07,13.968345709072372
22002,"CPI Price, seas. adj.",Chad,TCD,2013,1.1017821083696001e-07,0.16044140560294018
22019,"CPI Price, seas. adj.",Chad,TCD,2014,1.1202589809274e-07,1.6769987838286537
22036,"CPI Price, seas. adj.",Chad,TCD,2015,1.1614072692783e-07,3.673104974069097
22053,"CPI Price, seas. adj.",Chad,TCD,2016,1.1312936404816e-07,-2.592856923946474
22070,"CPI Price, seas. adj.",Chad,TCD,2017,,
22099,"CPI Price, seas. adj.",Cambodia,KHM,1987,,
22116,"CPI Price, seas. adj.",Cambodia,KHM,1988,,
22133,"CPI Price, seas. adj.",Cambodia,KHM,1989,,
22150,"CPI Price, seas. adj.",Cambodia,KHM,1990,,
22167,"CPI Price, seas. adj.",Cambodia,KHM,1991,,
22184,"CPI Price, seas. adj.",Cambodia,KHM,1992,,
22201,"CPI Price, seas. adj.",Cambodia,KHM,1993,,
22218,"CPI Price, seas. adj.",Cambodia,KHM,1994,4.293956119114e-08,
22235,"CPI Price, seas. adj.",Cambodia,KHM,1995,4.354896875406e-08,1.419221682791072
22252,"CPI Price, seas. adj.",Cambodia,KHM,1996,4.666729336861e-08,7.160501623265825
22269,"CPI Price, seas. adj.",Cambodia,KHM,1997,5.0392702975040005e-08,7.982913380050105
22286,"CPI Price, seas. adj.",Cambodia,KHM,1998,5.7866803842720006e-08,14.83171258224032
22303,"CPI Price, seas. adj.",Cambodia,KHM,1999,6.020629019433e-08,4.042881576747592
22320,"CPI Price, seas. adj.",Cambodia,KHM,2000,5.971113607889e-08,-0.8224292077152917
22337,"CPI Price, seas. adj.",Cambodia,KHM,2001,5.935757687748e-08,-0.5921160182631335
22354,"CPI Price, seas. adj.",Cambodia,KHM,2002,6.126670458533e-08,3.2163167842761187
22371,"CPI Price, seas. adj.",Cambodia,KHM,2003,6.200267651387e-08,1.2012592051772186
22388,"CPI Price, seas. adj.",Cambodia,KHM,2004,6.442432422504e-08,3.905714797051174
22405,"CPI Price, seas. adj.",Cambodia,KHM,2005,6.852146574488001e-08,6.359618931396671
22422,"CPI Price, seas. adj.",Cambodia,KHM,2006,7.273816394684999e-08,6.15383538009775
22439,"CPI Price, seas. adj.",Cambodia,KHM,2007,7.831978541146001e-08,7.673580362419541
22456,"CPI Price, seas. adj.",Cambodia,KHM,2008,9.788263993775e-08,24.978176872567737
22473,"CPI Price, seas. adj.",Cambodia,KHM,2009,9.726646850198e-08,-0.6295002220637391
22490,"CPI Price, seas. adj.",Cambodia,KHM,2010,1.0119773863305e-07,4.041752714595548
22507,"CPI Price, seas. adj.",Cambodia,KHM,2011,1.0652011705763001e-07,5.259384741668316
22524,"CPI Price, seas. adj.",Cambodia,KHM,2012,1.098779155914e-07,3.1522670332340574
22541,"CPI Price, seas. adj.",Cambodia,KHM,2013,1.1311031265306999e-07,2.941807772992533
22558,"CPI Price, seas. adj.",Cambodia,KHM,2014,1.1747138505494e-07,3.855592208684122
22575,"CPI Price, seas. adj.",Cambodia,KHM,2015,1.1890637574966e-07,1.2215661661338917
22592,"CPI Price, seas. adj.",Cambodia,KHM,2016,1.2249734051733e-07,3.0199934570626086
22609,"CPI Price, seas. adj.",Cambodia,KHM,2017,1.2606403622735e-07,2.9116515468475823
22638,"CPI Price, seas. adj.",Brunei,BRN,1987,7.49034611785e-08,-40.58300573256637
22655,"CPI Price, seas. adj.",Brunei,BRN,1988,7.582970566535e-08,1.2365843610920635
22672,"CPI Price, seas. adj.",Brunei,BRN,1989,7.65258240099e-08,0.9180021713681707
22689,"CPI Price, seas. adj.",Brunei,BRN,1990,7.787320388555e-08,1.7606865304393038
22706,"CPI Price, seas. adj.",Brunei,BRN,1991,7.998679893023999e-08,2.7141493340845813
22723,"CPI Price, seas. adj.",Brunei,BRN,1992,8.209935109386999e-08,2.6411260256488767
22740,"CPI Price, seas. adj.",Brunei,BRN,1993,8.384829391986e-08,2.130276065142467
22757,"CPI Price, seas. adj.",Brunei,BRN,1994,8.591052509857999e-08,2.459478997498765
22774,"CPI Price, seas. adj.",Brunei,BRN,1995,9.103485224454e-08,5.964725672529636
22791,"CPI Price, seas. adj.",Brunei,BRN,1996,9.285249466568e-08,1.9966445557108248
22808,"CPI Price, seas. adj.",Brunei,BRN,1997,9.444406122519e-08,1.7140805588913066
22825,"CPI Price, seas. adj.",Brunei,BRN,1998,9.400455647872001e-08,-0.46535985510199884
22842,"CPI Price, seas. adj.",Brunei,BRN,1999,9.411768111958e-08,0.12033952937759995
22859,"CPI Price, seas. adj.",Brunei,BRN,2000,9.510411164571e-08,1.0480820547169145
22876,"CPI Price, seas. adj.",Brunei,BRN,2001,9.567394989794001e-08,0.5991730981651067
22893,"CPI Price, seas. adj.",Brunei,BRN,2002,9.345900706274e-08,-2.3150950050278007
22910,"CPI Price, seas. adj.",Brunei,BRN,2003,9.37073348243e-08,0.2657076822925042
22927,"CPI Price, seas. adj.",Brunei,BRN,2004,9.448879907918e-08,0.8339413946039986
22944,"CPI Price, seas. adj.",Brunei,BRN,2005,9.567214705583e-08,1.2523685221762282
22961,"CPI Price, seas. adj.",Brunei,BRN,2006,9.581273816952999e-08,0.14695093402468107
22978,"CPI Price, seas. adj.",Brunei,BRN,2007,9.673767189272e-08,0.9653556936797258
22995,"CPI Price, seas. adj.",Brunei,BRN,2008,9.875567310982e-08,2.0860551816234807
23012,"CPI Price, seas. adj.",Brunei,BRN,2009,9.977952573827e-08,1.036753227646403
23029,"CPI Price, seas. adj.",Brunei,BRN,2010,1.0014123829352001e-07,0.36251180046578124
23046,"CPI Price, seas. adj.",Brunei,BRN,2011,1.0215815551627e-07,2.014072581006321
23063,"CPI Price, seas. adj.",Brunei,BRN,2012,1.0263011056157001e-07,0.46198469707574574
23080,"CPI Price, seas. adj.",Brunei,BRN,2013,1.0302288037303001e-07,0.38270426613675745
23097,"CPI Price, seas. adj.",Brunei,BRN,2014,1.0282450060875e-07,-0.19255893793854728
23114,"CPI Price, seas. adj.",Brunei,BRN,2015,1.0239214798963e-07,-0.4204762644703819
23131,"CPI Price, seas. adj.",Brunei,BRN,2016,1.019289893715e-07,-0.4523380232016594
23148,"CPI Price, seas. adj.",Brunei,BRN,2017,,
23177,"CPI Price, seas. adj.",Myanmar,MMR,1987,9.9055128977e-10,
23194,"CPI Price, seas. adj.",Myanmar,MMR,1988,1.16109628089e-09,17.21717924970847
23211,"CPI Price, seas. adj.",Myanmar,MMR,1989,1.48157085974e-09,27.60103396458653
23228,"CPI Price, seas. adj.",Myanmar,MMR,1990,1.74288042392e-09,17.637331516216314
23245,"CPI Price, seas. adj.",Myanmar,MMR,1991,2.30502506785e-09,32.25377003579237
23262,"CPI Price, seas. adj.",Myanmar,MMR,1992,2.80951083825e-09,21.88634637585769
23279,"CPI Price, seas. adj.",Myanmar,MMR,1993,3.70256293407e-09,31.786746776754505
23296,"CPI Price, seas. adj.",Myanmar,MMR,1994,4.59459969918e-09,24.092413309216564
23313,"CPI Price, seas. adj.",Myanmar,MMR,1995,5.751219092300001e-09,25.1734529414265
23330,"CPI Price, seas. adj.",Myanmar,MMR,1996,6.68766435826e-09,16.282552462898803
23347,"CPI Price, seas. adj.",Myanmar,MMR,1997,8.670135209999999e-09,29.643695400045456
23364,"CPI Price, seas. adj.",Myanmar,MMR,1998,1.313155146483e-08,51.45728580661895
23381,"CPI Price, seas. adj.",Myanmar,MMR,1999,1.555913138514e-08,18.48661924534771
23398,"CPI Price, seas. adj.",Myanmar,MMR,2000,1.555862824403e-08,-0.0032337352101841077
23415,"CPI Price, seas. adj.",Myanmar,MMR,2001,1.881117770716e-08,20.90511716145691
23432,"CPI Price, seas. adj.",Myanmar,MMR,2002,2.954479428594e-08,57.059779806846024
23449,"CPI Price, seas. adj.",Myanmar,MMR,2003,4.04132814432e-08,36.786470916239125
23466,"CPI Price, seas. adj.",Myanmar,MMR,2004,4.2246290804090004e-08,4.535660791282847
23483,"CPI Price, seas. adj.",Myanmar,MMR,2005,4.6196895013770006e-08,9.351363479459662
23500,"CPI Price, seas. adj.",Myanmar,MMR,2006,5.541144703068e-08,19.946258323559185
23517,"CPI Price, seas. adj.",Myanmar,MMR,2007,7.483660993514e-08,35.056227450087604
23534,"CPI Price, seas. adj.",Myanmar,MMR,2008,9.491716364844e-08,26.83252719585183
23551,"CPI Price, seas. adj.",Myanmar,MMR,2009,9.631615277451e-08,1.4739053215408582
23568,"CPI Price, seas. adj.",Myanmar,MMR,2010,1.0374122348054e-07,7.709060725684469
23585,"CPI Price, seas. adj.",Myanmar,MMR,2011,1.089570114852e-07,5.027690853904732
23602,"CPI Price, seas. adj.",Myanmar,MMR,2012,1.1053793907008e-07,1.4509645256695958
23619,"CPI Price, seas. adj.",Myanmar,MMR,2013,1.1663149396001999e-07,5.512636603507448
23636,"CPI Price, seas. adj.",Myanmar,MMR,2014,1.2302094682687e-07,5.478325493318503
23653,"CPI Price, seas. adj.",Myanmar,MMR,2015,1.3467031032501e-07,9.46941459858408
23670,"CPI Price, seas. adj.",Myanmar,MMR,2016,1.4407704944199e-07,6.985013321999478
23687,"CPI Price, seas. adj.",Myanmar,MMR,2017,1.4986298912114001e-07,4.0158649150291215
23716,"CPI Price, seas. adj.",Papua New Guinea,PNG,1987,,
23733,"CPI Price, seas. adj.",Papua New Guinea,PNG,1988,,
23750,"CPI Price, seas. adj.",Papua New Guinea,PNG,1989,,
23767,"CPI Price, seas. adj.",Papua New Guinea,PNG,1990,,
23784,"CPI Price, seas. adj.",Papua New Guinea,PNG,1991,,
23801,"CPI Price, seas. adj.",Papua New Guinea,PNG,1992,,
23818,"CPI Price, seas. adj.",Papua New Guinea,PNG,1993,,
23835,"CPI Price, seas. adj.",Papua New Guinea,PNG,1994,,
23852,"CPI Price, seas. adj.",Papua New Guinea,PNG,1995,,
23869,"CPI Price, seas. adj.",Papua New Guinea,PNG,1996,,
23886,"CPI Price, seas. adj.",Papua New Guinea,PNG,1997,,
23903,"CPI Price, seas. adj.",Papua New Guinea,PNG,1998,,
23920,"CPI Price, seas. adj.",Papua New Guinea,PNG,1999,,
23937,"CPI Price, seas. adj.",Papua New Guinea,PNG,2000,,
23954,"CPI Price, seas. adj.",Papua New Guinea,PNG,2001,,
23971,"CPI Price, seas. adj.",Papua New Guinea,PNG,2002,,
23988,"CPI Price, seas. adj.",Papua New Guinea,PNG,2003,,
24005,"CPI Price, seas. adj.",Papua New Guinea,PNG,2004,,
24022,"CPI Price, seas. adj.",Papua New Guinea,PNG,2005,,
24039,"CPI Price, seas. adj.",Papua New Guinea,PNG,2006,,
24056,"CPI Price, seas. adj.",Papua New Guinea,PNG,2007,,
24073,"CPI Price, seas. adj.",Papua New Guinea,PNG,2008,,
24090,"CPI Price, seas. adj.",Papua New Guinea,PNG,2009,,
24107,"CPI Price, seas. adj.",Papua New Guinea,PNG,2010,,
24124,"CPI Price, seas. adj.",Papua New Guinea,PNG,2011,,
24141,"CPI Price, seas. adj.",Papua New Guinea,PNG,2012,,
24158,"CPI Price, seas. adj.",Papua New Guinea,PNG,2013,,
24175,"CPI Price, seas. adj.",Papua New Guinea,PNG,2014,,
24192,"CPI Price, seas. adj.",Papua New Guinea,PNG,2015,,
24209,"CPI Price, seas. adj.",Papua New Guinea,PNG,2016,,
24226,"CPI Price, seas. adj.",Papua New Guinea,PNG,2017,,
32340,"Industrial Production, constant US$, seas. adj.",China,CHN,1987,,
32357,"Industrial Production, constant US$, seas. adj.",China,CHN,1988,,
32374,"Industrial Production, constant US$, seas. adj.",China,CHN,1989,,
32391,"Industrial Production, constant US$, seas. adj.",China,CHN,1990,,
32408,"Industrial Production, constant US$, seas. adj.",China,CHN,1991,3807.12501398614,
32425,"Industrial Production, constant US$, seas. adj.",China,CHN,1992,2889.3853858707002,-24.105844298360644
32442,"Industrial Production, constant US$, seas. adj.",China,CHN,1993,4394.9613668497595,52.107136290694655
32459,"Industrial Production, constant US$, seas. adj.",China,CHN,1994,3314.66887912135,-24.58024991702592
32476,"Industrial Production, constant US$, seas. adj.",China,CHN,1995,2234.71581981175,-32.58102388784828
32493,"Industrial Production, constant US$, seas. adj.",China,CHN,1996,1153.15138185326,-48.398298717444966
32510,"Industrial Production, constant US$, seas. adj.",China,CHN,1997,580.111003322902,-49.6934216572164
32527,"Industrial Production, constant US$, seas. adj.",China,CHN,1998,632.0712791866811,8.956954025375886
32544,"Industrial Production, constant US$, seas. adj.",China,CHN,1999,688.1559136670861,8.87315028022979
32561,"Industrial Production, constant US$, seas. adj.",China,CHN,2000,767.517099683231,11.532442639814033
32578,"Industrial Production, constant US$, seas. adj.",China,CHN,2001,841.341257143026,9.618568431929875
32595,"Industrial Production, constant US$, seas. adj.",China,CHN,2002,949.156029717977,12.814630408243822
32612,"Industrial Production, constant US$, seas. adj.",China,CHN,2003,1108.09714479642,16.74552024135265
32629,"Industrial Production, constant US$, seas. adj.",China,CHN,2004,1290.47071829614,16.458265807843553
32646,"Industrial Production, constant US$, seas. adj.",China,CHN,2005,1501.71396018965,16.369471922030353
32663,"Industrial Production, constant US$, seas. adj.",China,CHN,2006,1748.07827452726,16.40554199193147
32680,"Industrial Production, constant US$, seas. adj.",China,CHN,2007,2063.52831122611,18.045532702713697
32697,"Industrial Production, constant US$, seas. adj.",China,CHN,2008,2326.02147878886,12.720599283020317
32714,"Industrial Production, constant US$, seas. adj.",China,CHN,2009,2586.3733892814503,11.19301403133015
32731,"Industrial Production, constant US$, seas. adj.",China,CHN,2010,2987.70515241814,15.517162556648035
32748,"Industrial Production, constant US$, seas. adj.",China,CHN,2011,3396.14803132647,13.670789387558901
32765,"Industrial Production, constant US$, seas. adj.",China,CHN,2012,3735.36075329435,9.988160670234091
32782,"Industrial Production, constant US$, seas. adj.",China,CHN,2013,4097.03132775706,9.682346588445023
32799,"Industrial Production, constant US$, seas. adj.",China,CHN,2014,4435.69561775713,8.266089832060741
32816,"Industrial Production, constant US$, seas. adj.",China,CHN,2015,4707.71237728349,6.132448728840023
32833,"Industrial Production, constant US$, seas. adj.",China,CHN,2016,4992.96869799724,6.059340457803253
32850,"Industrial Production, constant US$, seas. adj.",China,CHN,2017,5318.98605212104,6.529529300966197
32879,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,1987,,
32896,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,1988,,
32913,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,1989,,
32930,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,1990,,
32947,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,1991,209.165669366596,
32964,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,1992,195.212529129098,-6.670855824357547
32981,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,1993,195.214189207683,0.0008503955112093564
32998,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,1994,237.615611033982,21.720460996402924
33015,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,1995,260.177108900373,9.494956062951786
33032,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,1996,261.61329061655897,0.5520015662622724
33049,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,1997,275.82300646269096,5.431572613395574
33066,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,1998,225.78291242989098,-18.142103037212966
33083,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,1999,229.945992658939,1.8438420269473177
33100,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2000,243.62263557264998,5.947763105398618
33117,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2001,254.57584760654098,4.495974689767546
33134,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2002,262.703246338297,3.192525452892636
33151,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2003,277.533963262569,5.64542582971117
33168,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2004,286.545962527294,3.2471698810422556
33185,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2005,290.531736060836,1.3909718002613092
33202,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2006,285.727770922104,-1.6535078762363042
33219,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2007,301.72987532528305,5.6004722087520165
33236,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2008,310.87042169483897,3.0293806205639484
33253,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2009,314.576391926278,1.192126999807308
33270,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2010,328.85099629821195,4.537722708473058
33287,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2011,342.134229421922,4.039286264367714
33304,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2012,356.126298327045,4.08964309965838
