,Series,Country,Country Code,Time,Value,YoY Change
0,"Industrial Production, billions of constant US$",China,CHN,1987,,
17,"Industrial Production, billions of constant US$",China,CHN,1988,,
34,"Industrial Production, billions of constant US$",China,CHN,1989,,
51,"Industrial Production, billions of constant US$",China,CHN,1990,,
68,"Industrial Production, billions of constant US$",China,CHN,1991,3644.11339342484,
85,"Industrial Production, billions of constant US$",China,CHN,1992,2766.86047428223,-24.07315098167522
102,"Industrial Production, billions of constant US$",China,CHN,1993,4202.575175687491,51.88966754016424
119,"Industrial Production, billions of constant US$",China,CHN,1994,3169.21698751031,-24.588690147776727
136,"Industrial Production, billions of constant US$",China,CHN,1995,2135.85879933313,-32.606104039249495
153,"Industrial Production, billions of constant US$",China,CHN,1996,1102.5006111559599,-48.381390590979656
170,"Industrial Production, billions of constant US$",China,CHN,1997,554.285767689309,-49.724674791051015
187,"Industrial Production, billions of constant US$",China,CHN,1998,603.640715299792,8.904242267708318
204,"Industrial Production, billions of constant US$",China,CHN,1999,657.0519070938781,8.848175817225968
221,"Industrial Production, billions of constant US$",China,CHN,2000,732.486118778937,11.48070812528379
238,"Industrial Production, billions of constant US$",China,CHN,2001,802.9454662741059,9.619205837323651
255,"Industrial Production, billions of constant US$",China,CHN,2002,905.2105402207011,12.736241530963998
272,"Industrial Production, billions of constant US$",China,CHN,2003,1056.44879761932,16.707522800358166
289,"Industrial Production, billions of constant US$",China,CHN,2004,1230.5809743953998,16.482784321254584
306,"Industrial Production, billions of constant US$",China,CHN,2005,1431.61559421272,16.336561672919657
323,"Industrial Production, billions of constant US$",China,CHN,2006,1666.77038569211,16.425833333333273
340,"Industrial Production, billions of constant US$",China,CHN,2007,1967.5528220362,18.045823163530294
357,"Industrial Production, billions of constant US$",China,CHN,2008,2222.09407468722,12.936946332530885
374,"Industrial Production, billions of constant US$",China,CHN,2009,2465.0988916748797,10.935847395293763
391,"Industrial Production, billions of constant US$",China,CHN,2010,2850.63297119636,15.639700331029482
408,"Industrial Production, billions of constant US$",China,CHN,2011,3242.06053491402,13.731250837016207
425,"Industrial Production, billions of constant US$",China,CHN,2012,3567.88431402688,10.049898069577567
442,"Industrial Production, billions of constant US$",China,CHN,2013,3913.32122678046,9.681841740090057
459,"Industrial Production, billions of constant US$",China,CHN,2014,4238.16673523728,8.301018230595748
476,"Industrial Production, billions of constant US$",China,CHN,2015,4497.86180402747,6.12753308242957
493,"Industrial Production, billions of constant US$",China,CHN,2016,4769.8449066679805,6.046942180326043
510,"Industrial Production, billions of constant US$",China,CHN,2017,5082.271149845,6.550029388592171
539,"Industrial Production, billions of constant US$",Indonesia,IDN,1987,,
556,"Industrial Production, billions of constant US$",Indonesia,IDN,1988,,
573,"Industrial Production, billions of constant US$",Indonesia,IDN,1989,,
590,"Industrial Production, billions of constant US$",Indonesia,IDN,1990,,
607,"Industrial Production, billions of constant US$",Indonesia,IDN,1991,212.90994489675901,
624,"Industrial Production, billions of constant US$",Indonesia,IDN,1992,198.543702012762,-6.747567799598686
641,"Industrial Production, billions of constant US$",Indonesia,IDN,1993,198.7039487543,0.08071106759544033
658,"Industrial Production, billions of constant US$",Indonesia,IDN,1994,242.095284369659,21.837178318490768
675,"Industrial Production, billions of constant US$",Indonesia,IDN,1995,265.155030193119,9.525070215019028
692,"Industrial Production, billions of constant US$",Indonesia,IDN,1996,266.735075616914,0.5958949459281326
709,"Industrial Production, billions of constant US$",Indonesia,IDN,1997,281.17563185343,5.4138197622181305
726,"Industrial Production, billions of constant US$",Indonesia,IDN,1998,229.898002500259,-18.23686818632305
743,"Industrial Production, billions of constant US$",Indonesia,IDN,1999,234.300950947518,1.9151747293907118
760,"Industrial Production, billions of constant US$",Indonesia,IDN,2000,248.504639704276,6.062155829636184
777,"Industrial Production, billions of constant US$",Indonesia,IDN,2001,259.116302797417,4.270207230645284
794,"Industrial Production, billions of constant US$",Indonesia,IDN,2002,267.576651839111,3.265077862857768
811,"Industrial Production, billions of constant US$",Indonesia,IDN,2003,282.198342030736,5.464486565298965
828,"Industrial Production, billions of constant US$",Indonesia,IDN,2004,291.57829422913704,3.3238863598211488
845,"Industrial Production, billions of constant US$",Indonesia,IDN,2005,295.343093819167,1.2911796469566417
862,"Industrial Production, billions of constant US$",Indonesia,IDN,2006,290.541650670669,-1.6257170893719364
879,"Industrial Production, billions of constant US$",Indonesia,IDN,2007,306.740599609856,5.575430889786137
896,"Industrial Production, billions of constant US$",Indonesia,IDN,2008,315.97007129170504,3.0088849319548805
913,"Industrial Production, billions of constant US$",Indonesia,IDN,2009,319.82683119740506,1.220609246291371
930,"Industrial Production, billions of constant US$",Indonesia,IDN,2010,334.398361216846,4.556068659057266
947,"Industrial Production, billions of constant US$",Indonesia,IDN,2011,348.09208822306704,4.095034125284225
964,"Industrial Production, billions of constant US$",Indonesia,IDN,2012,362.421177410286,4.1164650596817065
981,"Industrial Production, billions of constant US$",Indonesia,IDN,2013,384.187905461893,6.005920572065682
998,"Industrial Production, billions of constant US$",Indonesia,IDN,2014,402.482434927876,4.761870221809361
1015,"Industrial Production, billions of constant US$",Indonesia,IDN,2015,421.64362070215003,4.760750808344638
1032,"Industrial Production, billions of constant US$",Indonesia,IDN,2016,438.567105461772,4.013694012834779
1049,"Industrial Production, billions of constant US$",Indonesia,IDN,2017,459.33899009839695,4.736307027576547
1078,"Industrial Production, billions of constant US$",Malaysia,MYS,1987,,
1095,"Industrial Production, billions of constant US$",Malaysia,MYS,1988,,
1112,"Industrial Production, billions of constant US$",Malaysia,MYS,1989,,
1129,"Industrial Production, billions of constant US$",Malaysia,MYS,1990,,
1146,"Industrial Production, billions of constant US$",Malaysia,MYS,1991,33.5656763217534,
1163,"Industrial Production, billions of constant US$",Malaysia,MYS,1992,36.5020401628721,8.748114630467562
1180,"Industrial Production, billions of constant US$",Malaysia,MYS,1993,39.9244228466588,9.375866851595216
1197,"Industrial Production, billions of constant US$",Malaysia,MYS,1994,44.8656144137827,12.376363175247306
1214,"Industrial Production, billions of constant US$",Malaysia,MYS,1995,50.7282167034645,13.067027758970816
1231,"Industrial Production, billions of constant US$",Malaysia,MYS,1996,56.3275587867012,11.037924151696622
1248,"Industrial Production, billions of constant US$",Malaysia,MYS,1997,62.3622927498279,10.71364371741863
1265,"Industrial Production, billions of constant US$",Malaysia,MYS,1998,57.8463676700384,-7.241435297938059
1282,"Industrial Production, billions of constant US$",Malaysia,MYS,1999,63.091321013829806,9.067040084019041
1299,"Industrial Production, billions of constant US$",Malaysia,MYS,2000,75.1810397251944,19.162253249879633
1316,"Industrial Production, billions of constant US$",Malaysia,MYS,2001,72.0725442106308,-4.1346801346801465
1333,"Industrial Production, billions of constant US$",Malaysia,MYS,2002,75.383547576306,4.593987075021033
1350,"Industrial Production, billions of constant US$",Malaysia,MYS,2003,82.38019383221291,9.281396910678218
1367,"Industrial Production, billions of constant US$",Malaysia,MYS,2004,92.0701945079046,11.762536873156314
1384,"Industrial Production, billions of constant US$",Malaysia,MYS,2005,95.4216994438022,3.640162762564647
1401,"Industrial Production, billions of constant US$",Malaysia,MYS,2006,100.211010122592,5.019100169778912
1418,"Industrial Production, billions of constant US$",Malaysia,MYS,2007,102.35759334437601,2.1420632514910443
1435,"Industrial Production, billions of constant US$",Malaysia,MYS,2008,103.1271231786,0.7518053219900844
1452,"Industrial Production, billions of constant US$",Malaysia,MYS,2009,95.3001947331352,-7.589592538046263
1469,"Industrial Production, billions of constant US$",Malaysia,MYS,2010,102.19558706348599,7.235444113896761
1486,"Industrial Production, billions of constant US$",Malaysia,MYS,2011,104.625681276826,2.377885663331414
1503,"Industrial Production, billions of constant US$",Malaysia,MYS,2012,109.030227038504,4.209813219781222
1520,"Industrial Production, billions of constant US$",Malaysia,MYS,2013,112.725995321291,3.3896731054974705
1537,"Industrial Production, billions of constant US$",Malaysia,MYS,2014,118.568346825862,5.182789903889651
1554,"Industrial Production, billions of constant US$",Malaysia,MYS,2015,121.494585274425,2.4679760888128843
1571,"Industrial Production, billions of constant US$",Malaysia,MYS,2016,126.49652919688299,4.117009750813083
1588,"Industrial Production, billions of constant US$",Malaysia,MYS,2017,131.984491962008,4.338429520531273
1617,"Industrial Production, billions of constant US$",Singapore,SGP,1987,,
1634,"Industrial Production, billions of constant US$",Singapore,SGP,1988,,
1651,"Industrial Production, billions of constant US$",Singapore,SGP,1989,,
1668,"Industrial Production, billions of constant US$",Singapore,SGP,1990,,
1685,"Industrial Production, billions of constant US$",Singapore,SGP,1991,20.153566910228403,
1702,"Industrial Production, billions of constant US$",Singapore,SGP,1992,20.6311254438179,2.3695980752028944
1719,"Industrial Production, billions of constant US$",Singapore,SGP,1993,22.736125379495203,10.203030083887477
1736,"Industrial Production, billions of constant US$",Singapore,SGP,1994,25.6937929598893,13.008670259451938
1753,"Industrial Production, billions of constant US$",Singapore,SGP,1995,28.3493963753899,10.335583460356656
1770,"Industrial Production, billions of constant US$",Singapore,SGP,1996,29.2945668966987,3.3340058066608558
1787,"Industrial Production, billions of constant US$",Singapore,SGP,1997,30.6102462516698,4.491206030150829
1804,"Industrial Production, billions of constant US$",Singapore,SGP,1998,30.507858995119097,-0.3344868764168063
1821,"Industrial Production, billions of constant US$",Singapore,SGP,1999,34.7472011767907,13.89590197840449
1838,"Industrial Production, billions of constant US$",Singapore,SGP,2000,40.0779281040621,15.341457000087955
1855,"Industrial Production, billions of constant US$",Singapore,SGP,2001,35.419649843523004,-11.623051591998234
1872,"Industrial Production, billions of constant US$",Singapore,SGP,2002,38.4017486272106,8.419334456613537
1889,"Industrial Production, billions of constant US$",Singapore,SGP,2003,39.556418270909,3.006815275282082
1906,"Industrial Production, billions of constant US$",Singapore,SGP,2004,45.038208363582804,13.858155850033782
1923,"Industrial Production, billions of constant US$",Singapore,SGP,2005,49.3214396789063,9.510216926805759
1940,"Industrial Production, billions of constant US$",Singapore,SGP,2006,55.1978589789775,11.914533189477062
1957,"Industrial Production, billions of constant US$",Singapore,SGP,2007,58.4769864887117,5.940678806007815
1974,"Industrial Production, billions of constant US$",Singapore,SGP,2008,56.0309443615124,-4.182914124125537
1991,"Industrial Production, billions of constant US$",Singapore,SGP,2009,53.701774148287,-4.1569354929975155
2008,"Industrial Production, billions of constant US$",Singapore,SGP,2010,69.64049224604899,29.680058714168965
2025,"Industrial Production, billions of constant US$",Singapore,SGP,2011,75.0780202096008,7.807997600505612
2042,"Industrial Production, billions of constant US$",Singapore,SGP,2012,75.31760763324749,0.3191179295588986
2059,"Industrial Production, billions of constant US$",Singapore,SGP,2013,76.57640517902381,1.6713190784098275
2076,"Industrial Production, billions of constant US$",Singapore,SGP,2014,78.6311128921453,2.683212548719016
2093,"Industrial Production, billions of constant US$",Singapore,SGP,2015,74.5991561918659,-5.127686168972123
2110,"Industrial Production, billions of constant US$",Singapore,SGP,2016,77.35975783220799,3.7005802495164053
2127,"Industrial Production, billions of constant US$",Singapore,SGP,2017,85.4100568981071,10.406313684900702
2156,"Industrial Production, billions of constant US$",Taiwan China,TWN,1987,,
2173,"Industrial Production, billions of constant US$",Taiwan China,TWN,1988,,
2190,"Industrial Production, billions of constant US$",Taiwan China,TWN,1989,,
2207,"Industrial Production, billions of constant US$",Taiwan China,TWN,1990,,
2224,"Industrial Production, billions of constant US$",Taiwan China,TWN,1991,66.19257093691661,
2241,"Industrial Production, billions of constant US$",Taiwan China,TWN,1992,68.7607691098076,3.8798888403028586
2258,"Industrial Production, billions of constant US$",Taiwan China,TWN,1993,70.4954090447771,2.5227174701891064
2275,"Industrial Production, billions of constant US$",Taiwan China,TWN,1994,74.5242725163137,5.715072124735876
2292,"Industrial Production, billions of constant US$",Taiwan China,TWN,1995,78.4543842804142,5.273599635930948
2309,"Industrial Production, billions of constant US$",Taiwan China,TWN,1996,80.54031801890339,2.658785430057775
2326,"Industrial Production, billions of constant US$",Taiwan China,TWN,1997,86.271715271006,7.116184034383144
2343,"Industrial Production, billions of constant US$",Taiwan China,TWN,1998,89.2849548164183,3.492731697691176
2360,"Industrial Production, billions of constant US$",Taiwan China,TWN,1999,95.8760616563363,7.382102453285877
2377,"Industrial Production, billions of constant US$",Taiwan China,TWN,2000,103.302760818405,7.746145423337669
2394,"Industrial Production, billions of constant US$",Taiwan China,TWN,2001,94.7198515671126,-8.308499388879087
2411,"Industrial Production, billions of constant US$",Taiwan China,TWN,2002,102.77218097378,8.501205685443903
2428,"Industrial Production, billions of constant US$",Taiwan China,TWN,2003,112.111237436797,9.087144375577338
2445,"Industrial Production, billions of constant US$",Taiwan China,TWN,2004,122.67885578603301,9.426011692354685
2462,"Industrial Production, billions of constant US$",Taiwan China,TWN,2005,126.512082364048,3.124602486267558
2479,"Industrial Production, billions of constant US$",Taiwan China,TWN,2006,132.179639795274,4.479854671048078
2496,"Industrial Production, billions of constant US$",Taiwan China,TWN,2007,142.752932795254,7.999184304297091
2513,"Industrial Production, billions of constant US$",Taiwan China,TWN,2008,141.41938987026,-0.9341614906831053
2530,"Industrial Production, billions of constant US$",Taiwan China,TWN,2009,130.621948165865,-7.635050408788158
2547,"Industrial Production, billions of constant US$",Taiwan China,TWN,2010,163.08378775067,24.85174967960564
2564,"Industrial Production, billions of constant US$",Taiwan China,TWN,2011,170.239522339682,4.387765753854089
2581,"Industrial Production, billions of constant US$",Taiwan China,TWN,2012,169.6224040712,-0.3625000000003764
2598,"Industrial Production, billions of constant US$",Taiwan China,TWN,2013,170.64667853061098,0.6038556433742182
2615,"Industrial Production, billions of constant US$",Taiwan China,TWN,2014,181.400141691734,6.30159535111845
2632,"Industrial Production, billions of constant US$",Taiwan China,TWN,2015,178.059191065818,-1.8417574511014
2649,"Industrial Production, billions of constant US$",Taiwan China,TWN,2016,181.129177118677,1.7241379310345195
2666,"Industrial Production, billions of constant US$",Taiwan China,TWN,2017,186.61230840070002,3.027193834392805
2695,"Industrial Production, billions of constant US$",Thailand,THA,1987,,
2712,"Industrial Production, billions of constant US$",Thailand,THA,1988,,
2729,"Industrial Production, billions of constant US$",Thailand,THA,1989,,
2746,"Industrial Production, billions of constant US$",Thailand,THA,1990,,
2763,"Industrial Production, billions of constant US$",Thailand,THA,1991,,
2780,"Industrial Production, billions of constant US$",Thailand,THA,1992,,
2797,"Industrial Production, billions of constant US$",Thailand,THA,1993,,
2814,"Industrial Production, billions of constant US$",Thailand,THA,1994,,
2831,"Industrial Production, billions of constant US$",Thailand,THA,1995,,
2848,"Industrial Production, billions of constant US$",Thailand,THA,1996,,
2865,"Industrial Production, billions of constant US$",Thailand,THA,1997,,
2882,"Industrial Production, billions of constant US$",Thailand,THA,1998,,
2899,"Industrial Production, billions of constant US$",Thailand,THA,1999,68.7512218739205,
2916,"Industrial Production, billions of constant US$",Thailand,THA,2000,74.3667319214765,8.167869449439035
2933,"Industrial Production, billions of constant US$",Thailand,THA,2001,74.36893166507761,0.0029579672849333605
2950,"Industrial Production, billions of constant US$",Thailand,THA,2002,81.7039767028557,9.863050165641285
2967,"Industrial Production, billions of constant US$",Thailand,THA,2003,92.38703150146691,13.075318031904093
2984,"Industrial Production, billions of constant US$",Thailand,THA,2004,103.067886556477,11.560989547370081
3001,"Industrial Production, billions of constant US$",Thailand,THA,2005,113.09761750557001,9.731189106703098
3018,"Industrial Production, billions of constant US$",Thailand,THA,2006,119.80353587344099,5.929318862566424
3035,"Industrial Production, billions of constant US$",Thailand,THA,2007,129.856364130345,8.39109478999327
3052,"Industrial Production, billions of constant US$",Thailand,THA,2008,135.989249290136,4.722822174225527
3069,"Industrial Production, billions of constant US$",Thailand,THA,2009,126.40276667666001,-7.049441528295397
3086,"Industrial Production, billions of constant US$",Thailand,THA,2010,144.395569461637,14.234500761366098
3103,"Industrial Production, billions of constant US$",Thailand,THA,2011,131.984616064383,-8.595106791383467
3120,"Industrial Production, billions of constant US$",Thailand,THA,2012,145.275466902066,10.069999999999713
3137,"Industrial Production, billions of constant US$",Thailand,THA,2013,148.049343583019,1.9093909936100495
3154,"Industrial Production, billions of constant US$",Thailand,THA,2014,142.115535219125,-4.007993700131884
3171,"Industrial Production, billions of constant US$",Thailand,THA,2015,142.18152752715702,0.04643567498110457
3188,"Industrial Production, billions of constant US$",Thailand,THA,2016,144.1151021525,1.3599337825187297
3205,"Industrial Production, billions of constant US$",Thailand,THA,2017,147.749078581473,2.5215791923927533
3234,"Industrial Production, billions of constant US$",United States,USA,1987,,
3251,"Industrial Production, billions of constant US$",United States,USA,1988,,
3268,"Industrial Production, billions of constant US$",United States,USA,1989,,
3285,"Industrial Production, billions of constant US$",United States,USA,1990,,
3302,"Industrial Production, billions of constant US$",United States,USA,1991,2047.19444518727,
3319,"Industrial Production, billions of constant US$",United States,USA,1992,2107.16295207054,2.929301953913055
3336,"Industrial Production, billions of constant US$",United States,USA,1993,2176.37674427017,3.28469101697233
3353,"Industrial Production, billions of constant US$",United States,USA,1994,2290.7815860551,5.256665330859089
3370,"Industrial Production, billions of constant US$",United States,USA,1995,2397.13595354951,4.642710948168571
3387,"Industrial Production, billions of constant US$",United States,USA,1996,2506.09818697001,4.545517464670978
3404,"Industrial Production, billions of constant US$",United States,USA,1997,2686.22572827332,7.187569195806032
3421,"Industrial Production, billions of constant US$",United States,USA,1998,2842.95855136243,5.83468550090378
3438,"Industrial Production, billions of constant US$",United States,USA,1999,2968.1649811975,4.404089175871628
3455,"Industrial Production, billions of constant US$",United States,USA,2000,3083.03949243286,3.8702198820839806
3472,"Industrial Production, billions of constant US$",United States,USA,2001,2988.21913835213,-3.075547825886138
3489,"Industrial Production, billions of constant US$",United States,USA,2002,2999.0887084249703,0.3637474217782488
3506,"Industrial Production, billions of constant US$",United States,USA,2003,3037.66445975439,1.2862490936347948
3523,"Industrial Production, billions of constant US$",United States,USA,2004,3119.1716677243703,2.6832195935350356
3540,"Industrial Production, billions of constant US$",United States,USA,2005,3223.48225821908,3.3441760058948944
3557,"Industrial Production, billions of constant US$",United States,USA,2006,3296.82568852739,2.275285682783035
3574,"Industrial Production, billions of constant US$",United States,USA,2007,3380.71361614128,2.5445060048461476
3591,"Industrial Production, billions of constant US$",United States,USA,2008,3263.69632234143,-3.461319327409118
3608,"Industrial Production, billions of constant US$",United States,USA,2009,2889.1437031446603,-11.47633180920642
3625,"Industrial Production, billions of constant US$",United States,USA,2010,3047.30064170123,5.474180408002027
3642,"Industrial Production, billions of constant US$",United States,USA,2011,3141.86579342692,3.103243258364463
3659,"Industrial Production, billions of constant US$",United States,USA,2012,3237.23917586686,3.0355651294676544
3676,"Industrial Production, billions of constant US$",United States,USA,2013,3303.05872279059,2.033200000000157
3693,"Industrial Production, billions of constant US$",United States,USA,2014,3404.2726242436497,3.0642477154493086
3710,"Industrial Production, billions of constant US$",United States,USA,2015,3369.86427881329,-1.010740009049782
3727,"Industrial Production, billions of constant US$",United States,USA,2016,3304.74721279073,-1.9323349736058648
3744,"Industrial Production, billions of constant US$",United States,USA,2017,3357.10335175196,1.58427061406059
3773,"Industrial Production, billions of constant US$",Vietnam,VNM,1987,,
3790,"Industrial Production, billions of constant US$",Vietnam,VNM,1988,,
3807,"Industrial Production, billions of constant US$",Vietnam,VNM,1989,,
3824,"Industrial Production, billions of constant US$",Vietnam,VNM,1990,,
3841,"Industrial Production, billions of constant US$",Vietnam,VNM,1991,,
3858,"Industrial Production, billions of constant US$",Vietnam,VNM,1992,,
3875,"Industrial Production, billions of constant US$",Vietnam,VNM,1993,,
3892,"Industrial Production, billions of constant US$",Vietnam,VNM,1994,,
3909,"Industrial Production, billions of constant US$",Vietnam,VNM,1995,,
3926,"Industrial Production, billions of constant US$",Vietnam,VNM,1996,,
3943,"Industrial Production, billions of constant US$",Vietnam,VNM,1997,,
3960,"Industrial Production, billions of constant US$",Vietnam,VNM,1998,,
3977,"Industrial Production, billions of constant US$",Vietnam,VNM,1999,,
3994,"Industrial Production, billions of constant US$",Vietnam,VNM,2000,,
4011,"Industrial Production, billions of constant US$",Vietnam,VNM,2001,,
4028,"Industrial Production, billions of constant US$",Vietnam,VNM,2002,,
4045,"Industrial Production, billions of constant US$",Vietnam,VNM,2003,,
4062,"Industrial Production, billions of constant US$",Vietnam,VNM,2004,,
4079,"Industrial Production, billions of constant US$",Vietnam,VNM,2005,,
4096,"Industrial Production, billions of constant US$",Vietnam,VNM,2006,,
4113,"Industrial Production, billions of constant US$",Vietnam,VNM,2007,,
4130,"Industrial Production, billions of constant US$",Vietnam,VNM,2008,,
4147,"Industrial Production, billions of constant US$",Vietnam,VNM,2009,,
4164,"Industrial Production, billions of constant US$",Vietnam,VNM,2010,,
4181,"Industrial Production, billions of constant US$",Vietnam,VNM,2011,,
4198,"Industrial Production, billions of constant US$",Vietnam,VNM,2012,,
4215,"Industrial Production, billions of constant US$",Vietnam,VNM,2013,,
4232,"Industrial Production, billions of constant US$",Vietnam,VNM,2014,,
4249,"Industrial Production, billions of constant US$",Vietnam,VNM,2015,,
4266,"Industrial Production, billions of constant US$",Vietnam,VNM,2016,,
4283,"Industrial Production, billions of constant US$",Vietnam,VNM,2017,,
4312,"Industrial Production, billions of constant US$",Philippines,PHL,1987,,
4329,"Industrial Production, billions of constant US$",Philippines,PHL,1988,,
4346,"Industrial Production, billions of constant US$",Philippines,PHL,1989,,
4363,"Industrial Production, billions of constant US$",Philippines,PHL,1990,,
4380,"Industrial Production, billions of constant US$",Philippines,PHL,1991,40.981008526397694,
4397,"Industrial Production, billions of constant US$",Philippines,PHL,1992,43.7595115630343,6.779977205409304
4414,"Industrial Production, billions of constant US$",Philippines,PHL,1993,51.4080962409068,17.478679273773288
4431,"Industrial Production, billions of constant US$",Philippines,PHL,1994,58.081192420958196,12.98063275632726
4448,"Industrial Production, billions of constant US$",Philippines,PHL,1995,68.2787718363184,17.55745533158248
4465,"Industrial Production, billions of constant US$",Philippines,PHL,1996,74.3400036517328,8.877183423780256
4482,"Industrial Production, billions of constant US$",Philippines,PHL,1997,80.0685338976375,7.705851445396261
4499,"Industrial Production, billions of constant US$",Philippines,PHL,1998,81.1141422749248,1.3058917484664478
4516,"Industrial Production, billions of constant US$",Philippines,PHL,1999,82.00996714215441,1.1044003451251783
4533,"Industrial Production, billions of constant US$",Philippines,PHL,2000,83.9975785663199,2.4236217784604275
4550,"Industrial Production, billions of constant US$",Philippines,PHL,2001,81.7510177664708,-2.67455424095987
4567,"Industrial Production, billions of constant US$",Philippines,PHL,2002,82.11494661878281,0.4451673658077304
4584,"Industrial Production, billions of constant US$",Philippines,PHL,2003,81.0091627982964,-1.346629165601232
4601,"Industrial Production, billions of constant US$",Philippines,PHL,2004,78.95856368815379,-2.531317494600427
4618,"Industrial Production, billions of constant US$",Philippines,PHL,2005,79.74940907875481,1.0015954617974776
4635,"Industrial Production, billions of constant US$",Philippines,PHL,2006,74.43044892957941,-6.6695919262834575
4652,"Industrial Production, billions of constant US$",Philippines,PHL,2007,71.02911388681731,-4.569816643159297
4669,"Industrial Production, billions of constant US$",Philippines,PHL,2008,71.2180769447485,0.2660360626662195
4686,"Industrial Production, billions of constant US$",Philippines,PHL,2009,62.7287366013936,-11.920204402515665
4703,"Industrial Production, billions of constant US$",Philippines,PHL,2010,77.27889206209841,23.195358696864865
4720,"Industrial Production, billions of constant US$",Philippines,PHL,2011,78.1397237704518,1.1139286361166567
4737,"Industrial Production, billions of constant US$",Philippines,PHL,2012,84.1585470971502,7.70264218540071
4754,"Industrial Production, billions of constant US$",Philippines,PHL,2013,95.888253952437,13.937629937629925
4771,"Industrial Production, billions of constant US$",Philippines,PHL,2014,102.85189256879201,7.262243631852083
4788,"Industrial Production, billions of constant US$",Philippines,PHL,2015,105.413391798526,2.4904735982575588
4805,"Industrial Production, billions of constant US$",Philippines,PHL,2016,117.975935835065,11.917408046739908
4822,"Industrial Production, billions of constant US$",Philippines,PHL,2017,117.36705487062,-0.5161060686954433
4851,"Industrial Production, billions of constant US$",Lao PDR,LAO,1987,,
4868,"Industrial Production, billions of constant US$",Lao PDR,LAO,1988,,
4885,"Industrial Production, billions of constant US$",Lao PDR,LAO,1989,,
4902,"Industrial Production, billions of constant US$",Lao PDR,LAO,1990,,
4919,"Industrial Production, billions of constant US$",Lao PDR,LAO,1991,,
4936,"Industrial Production, billions of constant US$",Lao PDR,LAO,1992,,
4953,"Industrial Production, billions of constant US$",Lao PDR,LAO,1993,,
4970,"Industrial Production, billions of constant US$",Lao PDR,LAO,1994,,
4987,"Industrial Production, billions of constant US$",Lao PDR,LAO,1995,,
5004,"Industrial Production, billions of constant US$",Lao PDR,LAO,1996,,
5021,"Industrial Production, billions of constant US$",Lao PDR,LAO,1997,,
5038,"Industrial Production, billions of constant US$",Lao PDR,LAO,1998,,
5055,"Industrial Production, billions of constant US$",Lao PDR,LAO,1999,,
5072,"Industrial Production, billions of constant US$",Lao PDR,LAO,2000,,
5089,"Industrial Production, billions of constant US$",Lao PDR,LAO,2001,,
5106,"Industrial Production, billions of constant US$",Lao PDR,LAO,2002,,
5123,"Industrial Production, billions of constant US$",Lao PDR,LAO,2003,,
5140,"Industrial Production, billions of constant US$",Lao PDR,LAO,2004,,
5157,"Industrial Production, billions of constant US$",Lao PDR,LAO,2005,,
5174,"Industrial Production, billions of constant US$",Lao PDR,LAO,2006,,
5191,"Industrial Production, billions of constant US$",Lao PDR,LAO,2007,,
5208,"Industrial Production, billions of constant US$",Lao PDR,LAO,2008,,
5225,"Industrial Production, billions of constant US$",Lao PDR,LAO,2009,,
5242,"Industrial Production, billions of constant US$",Lao PDR,LAO,2010,,
5259,"Industrial Production, billions of constant US$",Lao PDR,LAO,2011,,
5276,"Industrial Production, billions of constant US$",Lao PDR,LAO,2012,,
5293,"Industrial Production, billions of constant US$",Lao PDR,LAO,2013,,
5310,"Industrial Production, billions of constant US$",Lao PDR,LAO,2014,,
5327,"Industrial Production, billions of constant US$",Lao PDR,LAO,2015,,
5344,"Industrial Production, billions of constant US$",Lao PDR,LAO,2016,,
5361,"Industrial Production, billions of constant US$",Lao PDR,LAO,2017,,
5390,"Industrial Production, billions of constant US$",Chad,TCD,1987,,
5407,"Industrial Production, billions of constant US$",Chad,TCD,1988,,
5424,"Industrial Production, billions of constant US$",Chad,TCD,1989,,
5441,"Industrial Production, billions of constant US$",Chad,TCD,1990,,
5458,"Industrial Production, billions of constant US$",Chad,TCD,1991,,
5475,"Industrial Production, billions of constant US$",Chad,TCD,1992,,
5492,"Industrial Production, billions of constant US$",Chad,TCD,1993,,
5509,"Industrial Production, billions of constant US$",Chad,TCD,1994,,
5526,"Industrial Production, billions of constant US$",Chad,TCD,1995,,
5543,"Industrial Production, billions of constant US$",Chad,TCD,1996,,
5560,"Industrial Production, billions of constant US$",Chad,TCD,1997,,
5577,"Industrial Production, billions of constant US$",Chad,TCD,1998,,
5594,"Industrial Production, billions of constant US$",Chad,TCD,1999,,
5611,"Industrial Production, billions of constant US$",Chad,TCD,2000,,
5628,"Industrial Production, billions of constant US$",Chad,TCD,2001,,
5645,"Industrial Production, billions of constant US$",Chad,TCD,2002,,
5662,"Industrial Production, billions of constant US$",Chad,TCD,2003,,
5679,"Industrial Production, billions of constant US$",Chad,TCD,2004,,
5696,"Industrial Production, billions of constant US$",Chad,TCD,2005,,
5713,"Industrial Production, billions of constant US$",Chad,TCD,2006,,
5730,"Industrial Production, billions of constant US$",Chad,TCD,2007,,
5747,"Industrial Production, billions of constant US$",Chad,TCD,2008,,
5764,"Industrial Production, billions of constant US$",Chad,TCD,2009,,
5781,"Industrial Production, billions of constant US$",Chad,TCD,2010,,
5798,"Industrial Production, billions of constant US$",Chad,TCD,2011,,
5815,"Industrial Production, billions of constant US$",Chad,TCD,2012,,
5832,"Industrial Production, billions of constant US$",Chad,TCD,2013,,
5849,"Industrial Production, billions of constant US$",Chad,TCD,2014,,
